Country,Year,Attack Type,Target Industry,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Financial Loss ($M),Affected Users,Incident Resolution Time (h),Loss per Affected User,Resolution Category,Loss norm,User norm,Res norm,Severity Score
UK,2022,DDoS,Education,Unknown,Zero-day,AI-based Detection,79.6,446296,4,0.0,Under a day,0.7950547793748115,0.4462240707918548,0.04225352112676056,0.5398453151503143
Russia,2017,Ransomware,Telecommunications,Nation-state,Unpatched Software,Firewall,65.18,329972,48,0.0,1-3 days,0.6501155895064832,0.3298082186845421,0.6619718309859155,0.5563946265557873
China,2017,Ransomware,Education,Insider,Social Engineering,Encryption,25.73,639190,33,0.0,1-3 days,0.2535933259624083,0.6392703843332389,0.4507042253521127,0.40871862335159836
USA,2022,Ransomware,Government,Unknown,Unpatched Software,VPN,33.71,135105,48,0.0,1-3 days,0.3338023922002212,0.13478734721695418,0.6619718309859155,0.33973176646237996
China,2015,DDoS,Education,Nation-state,Social Engineering,Antivirus,94.74,103079,57,0.0,1-3 days,0.9472308774751231,0.10273605875035403,0.7887323943661971,0.6621827352359072
France,2018,DDoS,IT,Unknown,Zero-day,VPN,75.88,822364,71,0.0,1-3 days,0.7576640868428988,0.8225890227389411,0.9859154929577465,0.822791848834681
India,2021,SQL Injection,Government,Nation-state,Social Engineering,Firewall,75.25,597509,20,0.0,Under a day,0.7513317921399136,0.5975564720564526,0.2676056338028169,0.608453964447456
Brazil,2023,Man-in-the-Middle,Telecommunications,Hacker Group,Zero-day,Antivirus,90.37,705678,57,0.0,1-3 days,0.903306865011559,0.7058108847880978,0.7887323943661971,0.8211431768154482
France,2020,Phishing,Retail,Unknown,Zero-day,Firewall,14.45,309967,26,0.0,1-3 days,0.14021509699467283,0.3097874222761759,0.352112676056338,0.23346631039145682
France,2022,Ransomware,Banking,Unknown,Social Engineering,AI-based Detection,54.47,604250,63,0.0,1-3 days,0.5424665795557343,0.6043027949051802,0.8732394366197183,0.6271720155733649
India,2024,Ransomware,IT,Unknown,Unpatched Software,Antivirus,33.66,131900,21,0.0,Under a day,0.3332998291285556,0.13157981647519892,0.28169014084507044,0.26246188767585155
Australia,2022,Ransomware,Government,Insider,Social Engineering,Firewall,84.51,305494,19,0.0,Under a day,0.8444064730123632,0.30531089029244074,0.2535211267605634,0.5645007289460265
Brazil,2023,Malware,Healthcare,Unknown,Social Engineering,VPN,61.56,907121,33,0.0,1-3 days,0.6137300231179014,0.9074129488166163,0.4507042253521127,0.6692297412743581
India,2024,Phishing,Banking,Unknown,Zero-day,VPN,23.32,879162,38,0.0,1-3 days,0.22936978590813148,0.8794318717468083,0.5211267605633803,0.4827398065907843
Brazil,2017,Man-in-the-Middle,Telecommunications,Unknown,Unpatched Software,Firewall,43.71,57237,52,0.0,1-3 days,0.43431500653331995,0.056857860852212394,0.7183098591549296,0.37787683335330957
Australia,2016,Phishing,Telecommunications,Insider,Social Engineering,Antivirus,2.84,880127,67,0.0,1-3 days,0.02351995175394512,0.8803976337330154,0.9295774647887324,0.46179475895462363
China,2017,Phishing,IT,Insider,Zero-day,AI-based Detection,71.4,698847,17,0.0,Under a day,0.7126344356216706,0.698974490873299,0.22535211267605634,0.6110799876080363
India,2022,Man-in-the-Middle,Banking,Unknown,Unpatched Software,Firewall,90.87,928859,32,0.0,1-3 days,0.908332495728214,0.9291681136416633,0.43661971830985913,0.8202406256185778
India,2017,SQL Injection,IT,Unknown,Weak Passwords,Encryption,78.94,858565,29,0.0,1-3 days,0.788420946828827,0.8588186078816186,0.39436619718309857,0.7307292952155188
China,2022,Malware,Telecommunications,Unknown,Unpatched Software,Firewall,34.33,571265,17,0.0,Under a day,0.3400341742888733,0.5712917491901109,0.22535211267605634,0.3864750344366812
Russia,2015,DDoS,Banking,Nation-state,Social Engineering,AI-based Detection,40.64,259321,62,0.0,1-3 days,0.4034576339330586,0.25910143102908195,0.8591549295774648,0.4512902321907468
Brazil,2022,Man-in-the-Middle,Banking,Insider,Weak Passwords,AI-based Detection,59.43,121504,32,0.0,1-3 days,0.5923208362649512,0.1211756075543604,0.43661971830985913,0.41983704406075556
France,2018,DDoS,Banking,Nation-state,Zero-day,Antivirus,50.75,670630,4,0.0,Under a day,0.5050758870238216,0.6707352100807538,0.04225352112676056,0.462209210761489
China,2024,Ransomware,Banking,Insider,Social Engineering,Firewall,72.18,277175,72,0.0,1-3 days,0.7204744195396523,0.27696952895834814,1.0,0.6433280684573306
USA,2016,Man-in-the-Middle,Retail,Nation-state,Unpatched Software,Antivirus,23.35,952463,26,0.0,1-3 days,0.22967132375113078,0.9527907519032517,0.352112676056338,0.4710954226578085
UK,2020,DDoS,Government,Unknown,Weak Passwords,AI-based Detection,78.32,624619,67,0.0,1-3 days,0.7821891647401749,0.6246878787363229,0.9295774647887324,0.7644164389487308
China,2018,Phishing,Healthcare,Insider,Weak Passwords,Firewall,20.22,363934,24,0.0,Under a day,0.19821087546487084,0.3637970358612946,0.323943661971831,0.27303328088519
Japan,2017,SQL Injection,IT,Unknown,Unpatched Software,Firewall,33.15,44750,22,0.0,Under a day,0.3281736857975676,0.0443610008296546,0.29577464788732394,0.23655007272514497
UK,2021,DDoS,Banking,Nation-state,Zero-day,AI-based Detection,8.82,736601,26,0.0,1-3 days,0.08362649512513821,0.7367583023005151,0.352112676056338,0.33326327346399126
Japan,2018,Ransomware,Education,Unknown,Unpatched Software,Antivirus,43.32,42876,40,0.0,1-3 days,0.4303950145743291,0.04248552107612907,0.5492957746478874,0.33780231853958076
Australia,2018,DDoS,Healthcare,Nation-state,Weak Passwords,Encryption,90.4,536357,55,0.0,1-3 days,0.9036084028545583,0.5363561850299886,0.7605633802816901,0.7648237329926137
USA,2017,Phishing,Government,Insider,Social Engineering,Encryption,55.34,785099,29,0.0,1-3 days,0.5512111770027139,0.7852945974373781,0.39436619718309857,0.59006720716919
France,2019,DDoS,Healthcare,Unknown,Weak Passwords,Firewall,27.89,460544,29,0.0,1-3 days,0.27530405065835767,0.4604833213405377,0.39436619718309857,0.35467026116795985
France,2020,Ransomware,Education,Unknown,Zero-day,Firewall,66.04,881755,10,0.0,Under a day,0.6587596743391296,0.8820269192392798,0.1267605633802817,0.6193400256174051
India,2024,SQL Injection,Telecommunications,Unknown,Social Engineering,Encryption,10.24,213393,49,0.0,1-3 days,0.09789928636043824,0.21313716522336124,0.676056338028169,0.2481020603528613
UK,2017,Man-in-the-Middle,Telecommunications,Hacker Group,Unpatched Software,Firewall,43.82,213979,10,0.0,Under a day,0.43542064529098407,0.2137236279424466,0.1267605633802817,0.30717952370428236
UK,2021,Malware,Telecommunications,Insider,Unpatched Software,Antivirus,3.17,570243,51,0.0,1-3 days,0.026836868026937383,0.5702689421953921,0.704225352112676,0.32534418709462154
Brazil,2016,Malware,Government,Nation-state,Weak Passwords,Firewall,72.73,47624,70,0.0,1-3 days,0.7260026133279728,0.047237270206192686,0.971830985915493,0.5715386849089428
China,2024,Man-in-the-Middle,Banking,Nation-state,Zero-day,VPN,16.09,72940,26,0.0,1-3 days,0.15669916574530104,0.07257326030237858,0.352112676056338,0.1705440961746317
Japan,2020,Malware,Telecommunications,Insider,Zero-day,AI-based Detection,98.14,710142,56,0.0,1-3 days,0.9814051663483768,0.7102784096652258,0.7746478873239436,0.8587156835385449
Japan,2023,Malware,Retail,Hacker Group,Unpatched Software,Firewall,51.91,360524,47,0.0,1-3 days,0.5167353502864609,0.3603843432468217,0.647887323943662,0.49606044290600937
France,2017,Phishing,IT,Insider,Zero-day,AI-based Detection,55.9,309259,3,0.0,Under a day,0.5568398834053674,0.30907886322308303,0.028169014084507043,0.37677740348651
UK,2024,Phishing,Government,Nation-state,Social Engineering,Firewall,30.68,393201,3,0.0,Under a day,0.3033470700572922,0.3930871457580031,0.028169014084507043,0.2752334815729484
Germany,2020,Ransomware,IT,Unknown,Zero-day,Encryption,65.2,306799,61,0.0,1-3 days,0.6503166147351493,0.30661692075047214,0.8450704225352113,0.5861574680997585
Russia,2022,Malware,Healthcare,Insider,Weak Passwords,AI-based Detection,81.92,30180,53,0.0,1-3 days,0.8183737059000905,0.029779496022361643,0.7323943661971831,0.5645995749961904
India,2017,Phishing,Retail,Unknown,Unpatched Software,Encryption,97.87,113745,2,0.0,Under a day,0.9786913257613832,0.11341048086940596,0.014084507042253521,0.526185708549964
Japan,2024,Ransomware,Banking,Nation-state,Weak Passwords,Firewall,24.22,584428,34,0.0,1-3 days,0.23841592119811036,0.5844651429978253,0.4647887323943662,0.387505249977276
France,2020,Ransomware,Healthcare,Nation-state,Unpatched Software,Antivirus,3.27,178268,2,0.0,Under a day,0.02784199417026837,0.17798442971504516,0.014084507042253521,0.07013322740809844
China,2022,Phishing,Retail,Unknown,Social Engineering,AI-based Detection,33.69,338578,38,0.0,1-3 days,0.3336013669715549,0.33842101418018816,0.5211267605633803,0.3725523398525099
China,2024,DDoS,Healthcare,Hacker Group,Zero-day,Encryption,7.31,972407,51,0.0,1-3 days,0.06844909036084028,0.9727505001446141,0.704225352112676,0.4668947656463396
Brazil,2022,Ransomware,Banking,Insider,Unpatched Software,Firewall,15.66,817169,54,0.0,1-3 days,0.1523771233289778,0.8173899206473908,0.7464788732394366,0.4707013125065934
Australia,2015,Malware,Healthcare,Hacker Group,Social Engineering,AI-based Detection,62.34,796100,20,0.0,Under a day,0.621570007035883,0.7963042840801392,0.2676056338028169,0.6031974155025467
UK,2016,Man-in-the-Middle,Banking,Unknown,Weak Passwords,Encryption,76.06,530253,28,0.0,1-3 days,0.7594733139008947,0.53024736517112,0.38028169014084506,0.6148672045299524
Australia,2024,Man-in-the-Middle,Government,Nation-state,Weak Passwords,Encryption,50.36,165496,72,0.0,1-3 days,0.5011558950648306,0.1652023446499288,1.0,0.500138650927394
Russia,2021,Ransomware,Banking,Insider,Social Engineering,Firewall,34.92,501490,44,0.0,1-3 days,0.34596441853452614,0.5014616532444098,0.6056338028169014,0.4445474658039663
India,2016,Malware,Banking,Insider,Social Engineering,Antivirus,11.81,392365,72,0.0,1-3 days,0.11367976681073476,0.39225048563316456,1.0,0.37451502909531675
China,2022,Malware,Education,Insider,Social Engineering,Antivirus,96.72,194617,31,0.0,1-3 days,0.9671323751130767,0.19434633926167746,0.4225352112676056,0.6263771315885627
Japan,2022,Man-in-the-Middle,Retail,Unknown,Zero-day,Firewall,44.34,516125,67,0.0,1-3 days,0.4406473012363052,0.5161082093771986,0.9295774647887324,0.5610716063890586
Australia,2021,Man-in-the-Middle,Telecommunications,Hacker Group,Social Engineering,Antivirus,67.72,393335,31,0.0,1-3 days,0.6756457935470902,0.3932212515674868,0.4225352112676056,0.5402963144973123
UK,2018,SQL Injection,Government,Unknown,Zero-day,Antivirus,34.09,197436,10,0.0,Under a day,0.33762187154487894,0.19716756520894987,0.1267605633802817,0.2533133180111808
France,2022,DDoS,Education,Nation-state,Zero-day,Antivirus,31.51,452360,65,0.0,1-3 days,0.3116896170469394,0.4522928590658029,0.9014084507042254,0.47181435638405567
Australia,2018,DDoS,Healthcare,Unknown,Zero-day,VPN,20.39,913090,2,0.0,Under a day,0.19991958990853353,0.9133866620763783,0.014084507042253521,0.37679269498563095
Germany,2018,SQL Injection,Telecommunications,Insider,Zero-day,VPN,38.65,368222,56,0.0,1-3 days,0.38345562368077196,0.3680884217647724,0.7746478873239436,0.45708391583460645
India,2022,SQL Injection,Healthcare,Unknown,Zero-day,AI-based Detection,77.3,826937,64,0.0,1-3 days,0.7719368780781988,0.8271656336849774,0.8873239436619719,0.8115829178769869
Brazil,2015,Ransomware,Retail,Hacker Group,Zero-day,Firewall,89.93,673959,39,0.0,1-3 days,0.8988843099809027,0.6740668387357626,0.5352112676056338,0.7587044601323069
UK,2022,Ransomware,Education,Nation-state,Unpatched Software,VPN,4.29,383246,45,0.0,1-3 days,0.03809428083224445,0.38312428506091306,0.6197183098591549,0.2579280879062271
UK,2019,Man-in-the-Middle,Banking,Insider,Social Engineering,VPN,76.03,422890,4,0.0,Under a day,0.7591717760578953,0.42279958887562286,0.04225352112676056,0.5148764689169866
Australia,2020,Malware,Banking,Hacker Group,Zero-day,AI-based Detection,42.3,497035,66,0.0,1-3 days,0.420142727912353,0.4970031354738889,0.9154929577464789,0.5422708961476389
Brazil,2023,Phishing,Government,Unknown,Weak Passwords,Firewall,72.57,720220,71,0.0,1-3 days,0.724394411498643,0.7203643674859465,0.9859154929577465,0.7754896145866548
Russia,2019,Phishing,Government,Nation-state,Social Engineering,Antivirus,93.7,808318,57,0.0,1-3 days,0.9367775655844809,0.8085319316941066,0.7887323943661971,0.8686948411737119
Germany,2022,SQL Injection,IT,Unknown,Zero-day,AI-based Detection,68.63,294981,3,0.0,Under a day,0.6847924414514022,0.2947895889857097,0.028169014084507043,0.4364669002383154
USA,2017,Phishing,Healthcare,Nation-state,Zero-day,Encryption,52.7,281182,27,0.0,1-3 days,0.5246758468187758,0.28097969297775943,0.36619718309859156,0.419871267922434
Australia,2017,Ransomware,Education,Nation-state,Zero-day,Antivirus,66.56,95750,44,0.0,1-3 days,0.6639863302844508,0.095401271603295,0.6056338028169014,0.48174030718659416
Brazil,2015,Ransomware,Retail,Hacker Group,Social Engineering,Antivirus,91.03,879260,16,0.0,Under a day,0.9099406975575435,0.8795299491298635,0.2112676056338028,0.7610828546444912
Russia,2017,Man-in-the-Middle,IT,Hacker Group,Weak Passwords,Antivirus,14.74,561615,29,0.0,1-3 days,0.14312996281033272,0.5616341293280398,0.39436619718309857,0.318928459640198
Brazil,2016,SQL Injection,Retail,Unknown,Zero-day,Encryption,40.29,206598,45,0.0,1-3 days,0.39993969243140015,0.20633679973499092,0.6197183098591549,0.38581454810802834
Brazil,2017,Man-in-the-Middle,IT,Unknown,Unpatched Software,Firewall,56.83,171305,54,0.0,1-3 days,0.5661875565383456,0.17101593157000874,0.7464788732394366,0.4836943323880628
Russia,2024,SQL Injection,Government,Unknown,Zero-day,AI-based Detection,63.45,492909,42,0.0,1-3 days,0.632726907226857,0.4928738774893391,0.5774647887323944,0.5797185746067091
UK,2021,Man-in-the-Middle,IT,Hacker Group,Unpatched Software,Encryption,72.57,477493,16,0.0,Under a day,0.724394411498643,0.4774457046609775,0.2112676056338028,0.5476844382743753
Japan,2021,Phishing,Government,Nation-state,Weak Passwords,AI-based Detection,22.94,622723,67,0.0,1-3 days,0.22555030656347375,0.6227903816110911,0.9295774647887324,0.4855277607228107
Australia,2016,Malware,Healthcare,Nation-state,Weak Passwords,Encryption,80.22,124155,40,0.0,1-3 days,0.8012865614634637,0.12382870084496668,0.5492957746478874,0.5476510459147994
China,2024,Malware,Retail,Unknown,Zero-day,VPN,34.49,897277,55,0.0,1-3 days,0.34164237611820286,0.8975611757676807,0.7605633802816901,0.5922022168457437
USA,2017,SQL Injection,Healthcare,Hacker Group,Zero-day,VPN,51.26,28682,44,0.0,1-3 days,0.5102020303548095,0.028280313167088834,0.6056338028169014,0.3847118696909117
Japan,2020,Phishing,Banking,Nation-state,Unpatched Software,VPN,73.04,512431,44,0.0,1-3 days,0.7291185043722989,0.5124112925097902,0.6056338028169014,0.6394094005024669
Australia,2018,SQL Injection,IT,Unknown,Zero-day,Antivirus,19.14,171977,44,0.0,1-3 days,0.1873555131168962,0.17168846219667316,0.6056338028169014,0.26631105578083036
UK,2015,SQL Injection,Telecommunications,Hacker Group,Zero-day,VPN,38.72,943070,36,0.0,1-3 days,0.38415921198110364,0.9433903349742947,0.49295774647887325,0.5736882557786148
Japan,2021,DDoS,Education,Nation-state,Zero-day,AI-based Detection,14.88,887855,7,0.0,Under a day,0.1445371394109961,0.8881317359396564,0.08450704225352113,0.3556094989380992
USA,2018,Ransomware,Retail,Nation-state,Zero-day,Antivirus,54.05,535110,2,0.0,Under a day,0.5382450497537441,0.535108200370092,0.014084507042253521,0.43247188639635037
USA,2021,Man-in-the-Middle,Telecommunications,Nation-state,Zero-day,Firewall,42.29,817386,8,0.0,Under a day,0.42004221529801994,0.8176070919955846,0.09859154929577464,0.47502154510684025
India,2018,Phishing,Banking,Nation-state,Weak Passwords,Encryption,96.59,206552,13,0.0,Under a day,0.9658257111267465,0.20629076341233232,0.16901408450704225,0.5786029014884814
Brazil,2020,Man-in-the-Middle,Education,Hacker Group,Zero-day,Antivirus,71.35,154966,19,0.0,Under a day,0.712131872550005,0.15466402991960657,0.2535211267605634,0.4531693706029971
France,2016,Phishing,Banking,Unknown,Unpatched Software,Antivirus,54.5,511287,34,0.0,1-3 days,0.5427681173987335,0.5112663891810638,0.4647887323943662,0.5177217219325592
Germany,2023,SQL Injection,Banking,Unknown,Unpatched Software,VPN,94.48,426499,37,0.0,1-3 days,0.9446175495024627,0.4264114386250752,0.5070422535211268,0.7016406570429793
UK,2016,Man-in-the-Middle,Telecommunications,Hacker Group,Social Engineering,Antivirus,73.63,15907,36,0.0,1-3 days,0.7350487486179516,0.015495225733103418,0.49295774647887325,0.47076449132468146
UK,2022,Phishing,Education,Nation-state,Weak Passwords,AI-based Detection,36.15,375734,31,0.0,1-3 days,0.3583274700974972,0.3756063534128427,0.4225352112676056,0.37635268332612254
Brazil,2023,Malware,Government,Unknown,Zero-day,Firewall,19.18,993826,7,0.0,Under a day,0.18775756357422857,0.9941864130799201,0.08450704225352113,0.4090361141617945
India,2023,Ransomware,Banking,Nation-state,Social Engineering,Antivirus,83.18,397813,12,0.0,Under a day,0.831038295306061,0.39770278749933696,0.15492957746478872,0.5658158993957892
France,2024,Ransomware,Banking,Insider,Zero-day,VPN,70.98,185001,3,0.0,Under a day,0.7084129058196804,0.18472274624678872,0.028169014084507043,0.41525707960077823
Japan,2024,DDoS,IT,Insider,Unpatched Software,Antivirus,7.99,805548,10,0.0,Under a day,0.07528394813549101,0.8057597444383618,0.1267605633802817,0.3047220100753104
Brazil,2015,SQL Injection,Retail,Nation-state,Unpatched Software,Encryption,74.74,562552,37,0.0,1-3 days,0.7462056488089255,0.5625718692048026,0.5070422535211268,0.6432828358701289
Brazil,2018,Malware,Education,Nation-state,Zero-day,VPN,33.12,724513,46,0.0,1-3 days,0.3278721479545683,0.7246607573375393,0.6338028169014085,0.5080948645588277
UK,2024,SQL Injection,Telecommunications,Unknown,Social Engineering,VPN,54.1,715395,60,0.0,1-3 days,0.5387476128254096,0.7155355575549108,0.8309859154929577,0.6502316567777696
France,2020,Ransomware,Telecommunications,Unknown,Unpatched Software,Encryption,75.13,177097,15,0.0,Under a day,0.7501256407679163,0.17681250506649746,0.19718309859154928,0.46754319162221725
